"NmBarang","Tahun","Bulan","Periode","TotalPenjualan","PenjualanBulanSebelumnya"
AICE CHOCOLATE 2 COLOUR,2024,6,Tengah Bulan,488000.0,726000.0
AICE CHOCOLATE CRISPY,2023,12,Akhir Bulan,866500.0,
AICE CHOCOLATE CRISPY,2023,12,Awal Bulan,358500.0,866500.0
AICE CHOCOLATE CRISPY,2023,12,Tengah Bulan,465500.0,358500.0
AICE CHOCOLATE CRISPY,2024,1,Akhir Bulan,422000.0,
AICE CHOCOLATE CRISPY,2024,1,Awal Bulan,480000.0,422000.0
AICE CHOCOLATE CRISPY,2024,1,Tengah Bulan,1413500.0,480000.0
AICE CHOCOLATE CRISPY,2024,2,Akhir Bulan,87000.0,1413500.0
AICE CHOCOLATE CRISPY,2024,2,Awal Bulan,511000.0,87000.0
AICE CHOCOLATE CRISPY,2024,2,Tengah Bulan,648000.0,511000.0
AICE CHOCOLATE CRISPY,2024,3,Akhir Bulan,39000.0,648000.0
AICE CHOCOLATE CRISPY,2024,3,Awal Bulan,316000.0,39000.0
AICE CHOCOLATE CRISPY,2024,3,Tengah Bulan,517500.0,316000.0
AICE CHOCOLATE CRISPY,2024,4,Akhir Bulan,1373000.0,517500.0
AICE CHOCOLATE CRISPY,2024,5,Akhir Bulan,1293000.0,1373000.0
AICE CHOCOLATE CRISPY,2024,5,Awal Bulan,1660500.0,1293000.0
AICE CHOCOLATE CRISPY,2024,5,Tengah Bulan,1000000.0,1660500.0
AICE CHOCOLATE CRISPY,2024,6,Awal Bulan,791500.0,1000000.0
AICE CHOCOLATE CRISPY,2024,6,Tengah Bulan,779500.0,791500.0
AICE CHOCOLATE STICK,2023,12,Akhir Bulan,283500.0,
AICE CHOCOLATE STICK,2023,12,Awal Bulan,353500.0,283500.0
AICE CHOCOLATE STICK,2024,1,Akhir Bulan,512500.0,
AICE CHOCOLATE STICK,2024,1,Awal Bulan,235500.0,512500.0
AICE CHOCOLATE STICK,2024,1,Tengah Bulan,705500.0,235500.0
AICE CHOCOLATE STICK,2024,2,Awal Bulan,182000.0,705500.0
AICE CHOCOLATE STICK,2024,2,Tengah Bulan,203000.0,182000.0
AICE CHOCOLATE STICK,2024,4,Akhir Bulan,448300.0,203000.0
AICE CHOCOLATE STICK,2024,5,Akhir Bulan,900500.0,448300.0
AICE CHOCOLATE STICK,2024,5,Awal Bulan,1427500.0,900500.0
AICE CHOCOLATE STICK,2024,5,Tengah Bulan,584500.0,1427500.0
AICE CHOCOLATE STICK,2024,6,Awal Bulan,923500.0,584500.0
AICE CHOCOLATE STICK,2024,6,Tengah Bulan,529000.0,923500.0
AICE COFFE CRISPY,2023,12,Akhir Bulan,473000.0,
AICE COFFE CRISPY,2023,12,Awal Bulan,532000.0,473000.0
AICE COFFE CRISPY,2023,12,Tengah Bulan,565000.0,532000.0
AICE COFFE CRISPY,2024,1,Akhir Bulan,775500.0,
AICE COFFE CRISPY,2024,1,Awal Bulan,134500.0,775500.0
AICE COFFE CRISPY,2024,1,Tengah Bulan,668500.0,134500.0
AICE COFFE CRISPY,2024,2,Akhir Bulan,61500.0,668500.0
AICE COFFE CRISPY,2024,2,Awal Bulan,392000.0,61500.0
AICE COFFE CRISPY,2024,2,Tengah Bulan,1025500.0,392000.0
AICE COFFE CRISPY,2024,4,Akhir Bulan,1194500.0,1025500.0
AICE COFFE CRISPY,2024,5,Akhir Bulan,470000.0,1194500.0
AICE COFFE CRISPY,2024,5,Awal Bulan,1620000.0,470000.0
AICE COFFE CRISPY,2024,5,Tengah Bulan,756500.0,1620000.0
AICE COFFE CRISPY,2024,6,Awal Bulan,669500.0,756500.0
AICE COFFE CRISPY,2024,6,Tengah Bulan,258000.0,669500.0
AICE FRUIZTY BLUEBERY YOGHURT,2023,12,Akhir Bulan,138000.0,
AICE FRUIZTY BLUEBERY YOGHURT,2023,12,Tengah Bulan,644500.0,138000.0
AICE FRUIZTY BLUEBERY YOGHURT,2024,1,Akhir Bulan,606000.0,
AICE FRUIZTY BLUEBERY YOGHURT,2024,1,Awal Bulan,439000.0,606000.0
AICE FRUIZTY BLUEBERY YOGHURT,2024,1,Tengah Bulan,657000.0,439000.0
AICE FRUIZTY BLUEBERY YOGHURT,2024,2,Akhir Bulan,224500.0,657000.0
AICE FRUIZTY BLUEBERY YOGHURT,2024,2,Awal Bulan,443000.0,224500.0
AICE FRUIZTY BLUEBERY YOGHURT,2024,2,Tengah Bulan,930000.0,443000.0
AICE FRUIZTY BLUEBERY YOGHURT,2024,5,Akhir Bulan,639500.0,930000.0
AICE FRUIZTY BLUEBERY YOGHURT,2024,5,Awal Bulan,434500.0,639500.0
AICE FRUIZTY BLUEBERY YOGHURT,2024,5,Tengah Bulan,618500.0,434500.0
AICE FRUIZTY BLUEBERY YOGHURT,2024,6,Awal Bulan,736000.0,618500.0
AICE FRUIZTY BLUEBERY YOGHURT,2024,6,Tengah Bulan,271500.0,736000.0
AICE FRUIZZY BLUEBERRY,2024,5,Akhir Bulan,40000.0,
AICE FRUIZZY BLUEBERRY,2024,6,Awal Bulan,7000.0,40000.0
AICE GOAL STIK,2023,12,Awal Bulan,258500.0,
AICE GOAL STIK,2023,12,Tengah Bulan,34500.0,258500.0
AICE GOAL STIK,2024,2,Awal Bulan,259500.0,
AICE GOAL STIK,2024,2,Tengah Bulan,4000.0,259500.0
AICE MANGGA 65 G,2023,12,Akhir Bulan,9000.0,
AICE MANGGA 65 G,2023,12,Awal Bulan,350500.0,9000.0
AICE MANGGA 65 G,2023,12,Tengah Bulan,437000.0,350500.0
AICE MANGGA 65 G,2024,1,Akhir Bulan,86000.0,
AICE MANGGA 65 G,2024,1,Awal Bulan,77500.0,86000.0
AICE MANGGA 65 G,2024,1,Tengah Bulan,307500.0,77500.0
AICE MANGGA 65 G,2024,2,Akhir Bulan,375500.0,307500.0
AICE MANGGA 65 G,2024,2,Awal Bulan,276500.0,375500.0
AICE MANGGA 65 G,2024,2,Tengah Bulan,441500.0,276500.0
AICE MANGO SLUSH LOW FAT,2024,4,Akhir Bulan,60000.0,
AICE MANGO SLUSH LOW FAT,2024,5,Akhir Bulan,344000.0,60000.0
AICE MANGO SLUSH LOW FAT,2024,5,Awal Bulan,721000.0,344000.0
AICE MANGO SLUSH LOW FAT,2024,5,Tengah Bulan,433500.0,721000.0
AICE MANGO SLUSH LOW FAT,2024,6,Awal Bulan,730000.0,433500.0
AICE MANGO SLUSH LOW FAT,2024,6,Tengah Bulan,356000.0,730000.0
AICE MARKISA,2023,12,Akhir Bulan,70500.0,
AICE MARKISA,2023,12,Awal Bulan,280500.0,70500.0
AICE MARKISA,2024,1,Awal Bulan,434000.0,
AICE MARKISA,2024,1,Tengah Bulan,108500.0,434000.0
AICE MAX BERRY CHOCO,2023,12,Akhir Bulan,198500.0,
AICE MAX BERRY CHOCO,2023,12,Tengah Bulan,582500.0,198500.0
AICE MAX BERRY CHOCO,2024,1,Akhir Bulan,454000.0,
AICE MAX BERRY CHOCO,2024,1,Awal Bulan,205000.0,454000.0
AICE MAX BERRY CHOCO,2024,2,Akhir Bulan,500000.0,205000.0
AICE MAX BERRY CHOCO,2024,2,Awal Bulan,385000.0,500000.0
AICE MAX BERRY CHOCO,2024,2,Tengah Bulan,388500.0,385000.0
AICE MAX BERRY CHOCO,2024,4,Akhir Bulan,933000.0,388500.0
AICE MAX BERRY CHOCO,2024,5,Akhir Bulan,621500.0,933000.0
AICE MAX BERRY CHOCO,2024,5,Awal Bulan,1241000.0,621500.0
AICE MAX BERRY CHOCO,2024,5,Tengah Bulan,444500.0,1241000.0
AICE MAX BERRY CHOCO,2024,6,Awal Bulan,288000.0,444500.0
AICE MAX BERRY CHOCO,2024,6,Tengah Bulan,150000.0,288000.0
AICE MAX CONE CHOCOCLATE,2023,12,Akhir Bulan,755500.0,
AICE MAX CONE CHOCOCLATE,2023,12,Awal Bulan,334500.0,755500.0
AICE MAX CONE CHOCOCLATE,2023,12,Tengah Bulan,47000.0,334500.0
AICE MAX CONE CHOCOCLATE,2024,1,Akhir Bulan,255000.0,
AICE MAX CONE CHOCOCLATE,2024,1,Awal Bulan,248000.0,255000.0
AICE MAX CONE CHOCOCLATE,2024,1,Tengah Bulan,336000.0,248000.0
AICE MAX CONE CHOCOCLATE,2024,2,Akhir Bulan,346500.0,336000.0
AICE MAX CONE CHOCOCLATE,2024,2,Awal Bulan,133500.0,346500.0
AICE MAX CONE CHOCOCLATE,2024,2,Tengah Bulan,450100.0,133500.0
AICE MAX CONE CHOCOCLATE,2024,3,Awal Bulan,236000.0,450100.0
AICE MAX CONE CHOCOCLATE,2024,3,Tengah Bulan,471500.0,236000.0
AICE MAX CONE CHOCOCLATE,2024,5,Akhir Bulan,720000.0,471500.0
AICE MAX CONE CHOCOCLATE,2024,5,Tengah Bulan,1789000.0,720000.0
AICE MAX CONE CHOCOCLATE,2024,6,Awal Bulan,361500.0,1789000.0
AICE MAX CONE CHOCOCLATE,2024,6,Tengah Bulan,386000.0,361500.0
AICE MIKI MIKI,2023,12,Akhir Bulan,413500.0,
AICE MIKI MIKI,2024,1,Akhir Bulan,657000.0,
AICE MIKI MIKI,2024,1,Awal Bulan,255500.0,657000.0
AICE MIKI MIKI,2024,1,Tengah Bulan,202000.0,255500.0
AICE MIKI MIKI,2024,2,Akhir Bulan,239500.0,202000.0
AICE MIKI MIKI,2024,2,Awal Bulan,558880.0,239500.0
AICE MIKI MIKI,2024,2,Tengah Bulan,444350.0,558880.0
AICE MIKI MIKI,2024,4,Akhir Bulan,698500.0,444350.0
AICE MIKI MIKI,2024,5,Akhir Bulan,465500.0,698500.0
AICE MIKI MIKI,2024,5,Awal Bulan,1043500.0,465500.0
AICE MIKI MIKI,2024,5,Tengah Bulan,473000.0,1043500.0
AICE MIKI MIKI,2024,6,Awal Bulan,1038000.0,473000.0
AICE MIKI MIKI,2024,6,Tengah Bulan,59500.0,1038000.0
AICE MIKI MIKI DOUBLE CHOCO,2023,12,Awal Bulan,408000.0,
AICE MIKI MIKI DOUBLE CHOCO,2023,12,Tengah Bulan,498000.0,408000.0
AICE MIKI MIKI DOUBLE CHOCO,2024,1,Akhir Bulan,68500.0,
AICE MIKI MIKI DOUBLE CHOCO,2024,1,Awal Bulan,43500.0,68500.0
AICE MIKI MIKI DOUBLE CHOCO,2024,1,Tengah Bulan,474500.0,43500.0
AICE MIKI MIKI DOUBLE CHOCO,2024,2,Akhir Bulan,481500.0,474500.0
AICE MIKI MIKI DOUBLE CHOCO,2024,2,Awal Bulan,279000.0,481500.0
AICE MIKI MIKI DOUBLE CHOCO,2024,2,Tengah Bulan,123000.0,279000.0
AICE MILK CEREAL,2023,12,Akhir Bulan,619000.0,
AICE MILK CEREAL,2023,12,Awal Bulan,326000.0,619000.0
AICE MILK CEREAL,2023,12,Tengah Bulan,547500.0,326000.0
AICE MILK CEREAL,2024,1,Akhir Bulan,533500.0,
AICE MILK CEREAL,2024,1,Awal Bulan,716000.0,533500.0
AICE MILK CEREAL,2024,1,Tengah Bulan,807500.0,716000.0
AICE MILK CEREAL,2024,2,Akhir Bulan,105000.0,807500.0
AICE MILK CEREAL,2024,2,Awal Bulan,480500.0,105000.0
AICE MILK CEREAL,2024,2,Tengah Bulan,964000.0,480500.0
AICE MILK MELON,2023,12,Akhir Bulan,885500.0,
AICE MILK MELON,2023,12,Awal Bulan,285000.0,885500.0
AICE MILK MELON,2023,12,Tengah Bulan,403500.0,285000.0
AICE MILK MELON,2024,1,Akhir Bulan,508500.0,
AICE MILK MELON,2024,1,Awal Bulan,617000.0,508500.0
AICE MILK MELON,2024,1,Tengah Bulan,514000.0,617000.0
AICE MILK MELON,2024,2,Akhir Bulan,280000.0,514000.0
AICE MILK MELON,2024,2,Awal Bulan,513500.0,280000.0
AICE MILK MELON,2024,2,Tengah Bulan,485500.0,513500.0
AICE MILK MELON,2024,3,Awal Bulan,575564.0,485500.0
AICE MILK MELON,2024,3,Tengah Bulan,181000.0,575564.0
AICE MILK MELON,2024,5,Akhir Bulan,458000.0,181000.0
AICE MILK MELON,2024,5,Tengah Bulan,276000.0,458000.0
AICE MILK MELON,2024,6,Awal Bulan,137500.0,276000.0
AICE MOCHI BANANA,2024,6,Tengah Bulan,607500.0,
AICE MOCHI COKELAT,2023,12,Akhir Bulan,803500.0,
AICE MOCHI COKELAT,2023,12,Awal Bulan,317500.0,803500.0
AICE MOCHI COKELAT,2023,12,Tengah Bulan,187500.0,317500.0
AICE MOCHI COKELAT,2024,1,Akhir Bulan,402000.0,
AICE MOCHI COKELAT,2024,1,Awal Bulan,59000.0,402000.0
AICE MOCHI COKELAT,2024,2,Akhir Bulan,454000.0,59000.0
AICE MOCHI COKELAT,2024,2,Awal Bulan,89000.0,454000.0
AICE MOCHI COKELAT,2024,2,Tengah Bulan,466500.0,89000.0
AICE MOCHI COKELAT,2024,4,Akhir Bulan,446500.0,466500.0
AICE MOCHI COKELAT,2024,5,Akhir Bulan,808000.0,446500.0
AICE MOCHI COKELAT,2024,5,Awal Bulan,877500.0,808000.0
AICE MOCHI COKELAT,2024,5,Tengah Bulan,452500.0,877500.0
AICE MOCHI COKELAT,2024,6,Awal Bulan,457000.0,452500.0
AICE MOCHI COKELAT,2024,6,Tengah Bulan,77500.0,457000.0
AICE MOCHI DURIAN,2023,12,Awal Bulan,81000.0,
AICE MOCHI DURIAN,2024,2,Akhir Bulan,507000.0,
AICE MOCHI DURIAN,2024,2,Tengah Bulan,32000.0,507000.0
AICE MOCHI DURIAN,2024,4,Akhir Bulan,30000.0,32000.0
AICE MOCHI DURIAN,2024,5,Akhir Bulan,275000.0,30000.0
AICE MOCHI DURIAN,2024,5,Awal Bulan,1127500.0,275000.0
AICE MOCHI DURIAN,2024,5,Tengah Bulan,193500.0,1127500.0
AICE MOCHI DURIAN,2024,6,Awal Bulan,936500.0,193500.0
AICE MOCHI DURIAN,2024,6,Tengah Bulan,30000.0,936500.0
AICE MOCHI KLEPON,2024,4,Akhir Bulan,492000.0,
AICE MOCHI KLEPON,2024,5,Akhir Bulan,434000.0,492000.0
AICE MOCHI KLEPON,2024,5,Awal Bulan,803000.0,434000.0
AICE MOCHI KLEPON,2024,5,Tengah Bulan,246000.0,803000.0
AICE MOCHI KLEPON,2024,6,Awal Bulan,742500.0,246000.0
AICE MOCHI VANILA,2023,12,Akhir Bulan,414500.0,
AICE MOCHI VANILA,2023,12,Awal Bulan,427500.0,414500.0
AICE MOCHI VANILA,2023,12,Tengah Bulan,444500.0,427500.0
AICE MOCHI VANILA,2024,1,Akhir Bulan,431000.0,
AICE MOCHI VANILA,2024,1,Awal Bulan,275500.0,431000.0
AICE MOCHI VANILA,2024,1,Tengah Bulan,891000.0,275500.0
AICE MOCHI VANILA,2024,2,Akhir Bulan,187500.0,891000.0
AICE MOCHI VANILA,2024,2,Awal Bulan,334000.0,187500.0
AICE MOCHI VANILA,2024,2,Tengah Bulan,725500.0,334000.0
AICE MOCHI VANILA,2024,3,Akhir Bulan,102000.0,725500.0
AICE MOCHI VANILA,2024,3,Awal Bulan,356000.0,102000.0
AICE MOCHI VANILA,2024,3,Tengah Bulan,228000.0,356000.0
AICE MOCHI VANILA,2024,4,Akhir Bulan,577500.0,228000.0
AICE MOCHI VANILA,2024,4,Tengah Bulan,6000.0,577500.0
AICE MOCHI VANILA,2024,5,Akhir Bulan,504000.0,6000.0
AICE MOCHI VANILA,2024,5,Awal Bulan,974500.0,504000.0
AICE MOCHI VANILA,2024,5,Tengah Bulan,1235500.0,974500.0
AICE MOCHI VANILA,2024,6,Awal Bulan,795500.0,1235500.0
AICE MOCHI VANILA,2024,6,Tengah Bulan,461500.0,795500.0
AICE MOOH YOUGURT BLUEBERRY,2024,5,Akhir Bulan,2000.0,
AICE MOOH YOUGURT ORIGINAL,2024,5,Akhir Bulan,21000.0,
AICE MOONG BEAN,2023,12,Akhir Bulan,565750.0,
AICE MOONG BEAN,2023,12,Awal Bulan,485500.0,565750.0
AICE MOONG BEAN,2023,12,Tengah Bulan,932000.0,485500.0
AICE MOONG BEAN,2024,1,Akhir Bulan,646000.0,
AICE MOONG BEAN,2024,1,Awal Bulan,336500.0,646000.0
AICE MOONG BEAN,2024,1,Tengah Bulan,635800.0,336500.0
AICE MOONG BEAN,2024,2,Akhir Bulan,303500.0,635800.0
AICE MOONG BEAN,2024,2,Awal Bulan,437500.0,303500.0
AICE MOONG BEAN,2024,2,Tengah Bulan,911000.0,437500.0
AICE MOONG BEAN,2024,3,Akhir Bulan,146500.0,911000.0
AICE MOONG BEAN,2024,3,Awal Bulan,24900.0,146500.0
AICE MOONG BEAN,2024,3,Tengah Bulan,97000.0,24900.0
AICE MOONG BEAN,2024,4,Akhir Bulan,438500.0,97000.0
AICE MOONG BEAN,2024,4,Tengah Bulan,260000.0,438500.0
AICE MOONG BEAN,2024,5,Akhir Bulan,632000.0,260000.0
AICE MOONG BEAN,2024,5,Awal Bulan,610500.0,632000.0
AICE MOONG BEAN,2024,5,Tengah Bulan,746500.0,610500.0
AICE MOONG BEAN,2024,6,Awal Bulan,721500.0,746500.0
AICE MOONG BEAN,2024,6,Tengah Bulan,436000.0,721500.0
AICE NANAS,2023,12,Awal Bulan,332500.0,
AICE NANAS,2023,12,Tengah Bulan,8000.0,332500.0
AICE NANAS,2024,1,Akhir Bulan,516000.0,
AICE NANAS,2024,1,Tengah Bulan,263000.0,516000.0
AICE NANAS,2024,2,Akhir Bulan,277500.0,263000.0
AICE NANAS,2024,2,Awal Bulan,405500.0,277500.0
AICE NANAS,2024,2,Tengah Bulan,297000.0,405500.0
AICE NANAS,2024,4,Akhir Bulan,467500.0,297000.0
AICE NANAS,2024,5,Akhir Bulan,187500.0,467500.0
AICE NANAS,2024,5,Awal Bulan,788000.0,187500.0
AICE NANAS,2024,5,Tengah Bulan,458000.0,788000.0
AICE NANAS,2024,6,Awal Bulan,202000.0,458000.0
AICE NANAS,2024,6,Tengah Bulan,303500.0,202000.0
AICE SEMANGKA,2023,12,Akhir Bulan,804000.0,
AICE SEMANGKA,2023,12,Awal Bulan,46000.0,804000.0
AICE SEMANGKA,2023,12,Tengah Bulan,389000.0,46000.0
AICE SEMANGKA,2024,1,Akhir Bulan,319500.0,
AICE SEMANGKA,2024,1,Awal Bulan,36000.0,319500.0
AICE SEMANGKA,2024,1,Tengah Bulan,439000.0,36000.0
AICE SEMANGKA,2024,2,Akhir Bulan,263500.0,439000.0
AICE SEMANGKA,2024,2,Awal Bulan,412000.0,263500.0
AICE SEMANGKA,2024,2,Tengah Bulan,208500.0,412000.0
AICE SEMANGKA,2024,4,Akhir Bulan,521000.0,208500.0
AICE SEMANGKA,2024,5,Awal Bulan,653500.0,521000.0
AICE SEMANGKA,2024,5,Tengah Bulan,329500.0,653500.0
AICE SEMANGKA,2024,6,Awal Bulan,239500.0,329500.0
AICE SEMANGKA,2024,6,Tengah Bulan,150500.0,239500.0
AICE STAWBERRY CRISPY,2023,12,Akhir Bulan,960000.0,
AICE STAWBERRY CRISPY,2023,12,Awal Bulan,485000.0,960000.0
AICE STAWBERRY CRISPY,2023,12,Tengah Bulan,787000.0,485000.0
AICE STAWBERRY CRISPY,2024,1,Akhir Bulan,587500.0,
AICE STAWBERRY CRISPY,2024,1,Awal Bulan,480500.0,587500.0
AICE STAWBERRY CRISPY,2024,1,Tengah Bulan,725000.0,480500.0
AICE STAWBERRY CRISPY,2024,2,Akhir Bulan,329500.0,725000.0
AICE STAWBERRY CRISPY,2024,2,Awal Bulan,528000.0,329500.0
AICE STAWBERRY CRISPY,2024,2,Tengah Bulan,485500.0,528000.0
AICE STAWBERRY CRISPY,2024,3,Akhir Bulan,87000.0,485500.0
AICE STAWBERRY CRISPY,2024,3,Awal Bulan,404000.0,87000.0
AICE STAWBERRY CRISPY,2024,3,Tengah Bulan,263000.0,404000.0
AICE STAWBERRY CRISPY,2024,4,Akhir Bulan,1191500.0,263000.0
AICE STAWBERRY CRISPY,2024,5,Akhir Bulan,810500.0,1191500.0
AICE STAWBERRY CRISPY,2024,5,Awal Bulan,1322000.0,810500.0
AICE STAWBERRY CRISPY,2024,5,Tengah Bulan,1408500.0,1322000.0
AICE STAWBERRY CRISPY,2024,6,Awal Bulan,448500.0,1408500.0
AICE STAWBERRY CRISPY,2024,6,Tengah Bulan,433500.0,448500.0
AICE STRAWBERI CUP,2024,1,Akhir Bulan,314000.0,
AICE STRAWBERI CUP,2024,2,Akhir Bulan,190500.0,314000.0
AICE STRAWBERI CUP,2024,2,Tengah Bulan,214100.0,190500.0
AICE STRAWBERI CUP,2024,4,Akhir Bulan,457000.0,214100.0
AICE SUNDAE COKLAT,2023,12,Akhir Bulan,333000.0,
AICE SUNDAE COKLAT,2024,1,Akhir Bulan,332000.0,
AICE SUNDAE COKLAT,2024,1,Awal Bulan,36000.0,332000.0
AICE SUNDAE COKLAT,2024,2,Akhir Bulan,171000.0,36000.0
AICE SUNDAE COKLAT,2024,2,Tengah Bulan,189000.0,171000.0
AICE SUNDAE COKLAT,2024,4,Akhir Bulan,375500.0,189000.0
AICE SUNDAE COKLAT,2024,6,Tengah Bulan,247000.0,375500.0
AICE SWEET CORN,2023,12,Akhir Bulan,1920000.0,
AICE SWEET CORN,2023,12,Awal Bulan,334500.0,1920000.0
AICE SWEET CORN,2023,12,Tengah Bulan,780000.0,334500.0
AICE SWEET CORN,2024,1,Akhir Bulan,1278500.0,
AICE SWEET CORN,2024,1,Awal Bulan,141500.0,1278500.0
AICE SWEET CORN,2024,1,Tengah Bulan,700000.0,141500.0
AICE SWEET CORN,2024,2,Akhir Bulan,1019500.0,700000.0
AICE SWEET CORN,2024,2,Awal Bulan,868500.0,1019500.0
AICE SWEET CORN,2024,2,Tengah Bulan,850900.0,868500.0
AICE SWEET CORN,2024,3,Akhir Bulan,404000.0,850900.0
AICE SWEET CORN,2024,3,Awal Bulan,621000.0,404000.0
AICE SWEET CORN,2024,3,Tengah Bulan,227500.0,621000.0
AICE SWEET CORN,2024,4,Akhir Bulan,723500.0,227500.0
AICE SWEET CORN,2024,5,Akhir Bulan,1134500.0,723500.0
AICE SWEET CORN,2024,5,Awal Bulan,769500.0,1134500.0
AICE SWEET CORN,2024,5,Tengah Bulan,1187500.0,769500.0
AICE SWEET CORN,2024,6,Awal Bulan,585500.0,1187500.0
AICE SWEET CORN,2024,6,Tengah Bulan,480000.0,585500.0
AICE TARO CRISPY,2023,12,Akhir Bulan,483500.0,
AICE TARO CRISPY,2023,12,Awal Bulan,179500.0,483500.0
AICE TARO CRISPY,2023,12,Tengah Bulan,633500.0,179500.0
AICE TARO CRISPY,2024,1,Akhir Bulan,789000.0,
AICE TARO CRISPY,2024,1,Awal Bulan,24000.0,789000.0
AICE TARO CRISPY,2024,1,Tengah Bulan,651000.0,24000.0
AICE TARO CRISPY,2024,2,Awal Bulan,536000.0,651000.0
AICE TARO CRISPY,2024,2,Tengah Bulan,326000.0,536000.0
AICE TARO CRISPY,2024,3,Akhir Bulan,242000.0,326000.0
AICE TARO CRISPY,2024,3,Awal Bulan,324000.0,242000.0
AICE TARO CRISPY,2024,3,Tengah Bulan,130500.0,324000.0
AICE TARO CRISPY,2024,4,Akhir Bulan,1110000.0,130500.0
AICE TARO CRISPY,2024,5,Akhir Bulan,959500.0,1110000.0
AICE TARO CRISPY,2024,5,Awal Bulan,1695000.0,959500.0
AICE TARO CRISPY,2024,5,Tengah Bulan,465500.0,1695000.0
AICE TARO CRISPY,2024,6,Awal Bulan,1209000.0,465500.0
AICE TARO CRISPY,2024,6,Tengah Bulan,404000.0,1209000.0
AICE TWISTER FRUIT,2024,6,Awal Bulan,17000.0,
AICE VANILA CHOCOLATE CUP,2023,12,Awal Bulan,172000.0,
AICE VANILA CHOCOLATE CUP,2023,12,Tengah Bulan,357000.0,172000.0
AIM CREAMCRACKERS300G,2024,2,Akhir Bulan,77500.0,
AIM CREAMCRACKERS300G,2024,2,Tengah Bulan,65500.0,77500.0
AIM CREAMCRACKERS300G,2024,5,Akhir Bulan,45500.0,65500.0
AIM CREAMCRACKERS300G,2024,6,Awal Bulan,42000.0,45500.0
AIM CREAMCRACKERS300G,2024,6,Tengah Bulan,23500.0,42000.0
AINE SOAP PAPAYA 135GR,2024,1,Awal Bulan,43500.0,
AINE SOAP PAPAYA 135GR,2024,1,Tengah Bulan,31500.0,43500.0
AINE SOAP PAPAYA 135GR,2024,3,Awal Bulan,32000.0,31500.0
AINE SOAP PAPAYA 135GR,2024,4,Tengah Bulan,77000.0,32000.0
AINE SOAP PAPAYA 135GR,2024,5,Awal Bulan,59000.0,77000.0
AJINOMOTO 250 G,2024,1,Tengah Bulan,79500.0,
ALPENLIBE SMOOTH STROBERI 125G,2023,12,Akhir Bulan,150500.0,
ALPENLIBE SMOOTH STROBERI 125G,2023,12,Awal Bulan,22500.0,150500.0
ALPENLIBE SMOOTH STROBERI 125G,2024,1,Awal Bulan,499000.0,
ALPENLIBE SMOOTH STROBERI 125G,2024,1,Tengah Bulan,39500.0,499000.0
ALPENLIBE SMOOTH STROBERI 125G,2024,2,Awal Bulan,54500.0,39500.0
ALPENLIBE SMOOTH STROBERI 125G,2024,2,Tengah Bulan,52000.0,54500.0
ALPENLIBE SMOOTH STROBERI 125G,2024,3,Awal Bulan,27500.0,52000.0
ALPENLIBLE  SMOOTH,2023,12,Akhir Bulan,21000.0,
ALPENLIBLE  SMOOTH,2023,12,Awal Bulan,21500.0,21000.0
ALPENLIBLE  SMOOTH,2023,12,Tengah Bulan,62500.0,21500.0
ALPENLIBLE  SMOOTH,2024,1,Awal Bulan,309500.0,
ALPENLIBLE  SMOOTH,2024,1,Tengah Bulan,852500.0,309500.0
ALPENLIBLE  SMOOTH,2024,2,Akhir Bulan,66000.0,852500.0
ALPENLIBLE  SMOOTH,2024,2,Awal Bulan,1499500.0,66000.0
ALPENLIBLE  SMOOTH,2024,2,Tengah Bulan,216500.0,1499500.0
ALPENLIEBE ECLAIR CARAMEL 144G,2024,1,Akhir Bulan,464000.0,
ALPENLIEBE ECLAIR CARAMEL 144G,2024,1,Tengah Bulan,572500.0,464000.0
ALPENLIEBE ECLAIR CARAMEL 144G,2024,2,Akhir Bulan,180500.0,572500.0
ALPENLIEBE ECLAIR CARAMEL 144G,2024,2,Tengah Bulan,615000.0,180500.0
ALPENLIEBE KARAMEL STICK 6G,2023,12,Awal Bulan,278500.0,
ALPENLIEBE KARAMEL STICK 6G,2023,12,Tengah Bulan,512500.0,278500.0
AMIDAS BOTOL 1 DUS 600 ML,2024,5,Akhir Bulan,105000.0,
AMIDAS BOTOL 1 DUS 600 ML,2024,5,Awal Bulan,35000.0,105000.0
AMIDAS BOTOL 1 DUS 600 ML,2024,5,Tengah Bulan,35000.0,35000.0
AMIDAS BOTOL 1 DUS 600 ML,2024,6,Awal Bulan,35000.0,35000.0
AMIDAS CUP,2023,12,Awal Bulan,40000.0,
AMIDAS GONTOR 1500ML,2023,12,Akhir Bulan,5902350.0,
AMIDAS GONTOR 1500ML,2023,12,Awal Bulan,3641500.0,5902350.0
AMIDAS GONTOR 1500ML,2023,12,Tengah Bulan,6700150.0,3641500.0
AMIDAS GONTOR 1500ML,2024,1,Akhir Bulan,3177500.0,
AMIDAS GONTOR 1500ML,2024,1,Awal Bulan,3922200.0,3177500.0
AMIDAS GONTOR 1500ML,2024,1,Tengah Bulan,7309000.0,3922200.0
AMIDAS GONTOR 1500ML,2024,2,Akhir Bulan,4425790.0,7309000.0
AMIDAS GONTOR 1500ML,2024,2,Tengah Bulan,3485700.0,4425790.0
AMIDAS GONTOR 1500ML,2024,3,Akhir Bulan,3742500.0,3485700.0
AMIDAS GONTOR 1500ML,2024,3,Awal Bulan,3053510.0,3742500.0
