"KdBarang","NmBarang","Bulan","Tahun","TotalTerjual"
"21124",JAHIS ROTI SELAI & ROTI MANIS 4K,5,2024,92
"21124",JAHIS ROTI SELAI & ROTI MANIS 4K,6,2024,236
"21126",JAHIS ES PLASTIKAN RASA NANAS,5,2024,1
"212203",KTR BASRENG BAL,5,2024,2
"212204",KTR MAKARONI BALL,12,2023,2
"212204",KTR MAKARONI BALL,1,2024,5
"212204",KTR MAKARONI BALL,2,2024,4
"212204",KTR MAKARONI BALL,4,2024,4
"212207",GELAS PLASTIK BIR,12,2023,9
"212207",GELAS PLASTIK BIR,1,2024,8
"212207",GELAS PLASTIK BIR,2,2024,1
"212207",GELAS PLASTIK BIR,3,2024,1
"212207",GELAS PLASTIK BIR,4,2024,22
"212207",GELAS PLASTIK BIR,5,2024,14
"21222",MD PIZZA,12,2023,1
"2122205",HANGER MIKO,4,2024,3
"21223",MD PIZZA,12,2023,8
"21223",MD PIZZA,5,2024,6
"21224",MD BROWNIS JAHIS,12,2023,6
"21224",MD BROWNIS JAHIS,1,2024,11
"212245",KTR STIK BASRENG,12,2023,6
"212245",KTR STIK BASRENG,1,2024,8
"212245",KTR STIK BASRENG,2,2024,10
"21225",MD CUPCAKE MINI JAHIS,12,2023,18
"21225",MD CUPCAKE MINI JAHIS,1,2024,34
"21232",SARUNG PAPUA MAS,4,2024,17
"21232",SARUNG PAPUA MAS,5,2024,3
"21232",SARUNG PAPUA MAS,6,2024,2
"21245",SAJADAH VELTEKSA RAINBOW,4,2024,3
"21245",SAJADAH VELTEKSA RAINBOW,5,2024,2
"21245",SAJADAH VELTEKSA RAINBOW,6,2024,2
"21362",SARUNG SAMARINDA,4,2024,8
"21362",SARUNG SAMARINDA,6,2024,1
"21393",SAJADAH VELTEKSA KISWAH,2,2024,1
"22018",KTR USUS BALADO BALL,2,2024,3
"220223",KTR TES TWIS TWIS 2KG,1,2024,1
"22190",KTR KRIPIK BALADO,5,2024,6
"22190",KTR KRIPIK BALADO,6,2024,5
"22191",KTR TELO UNGU,5,2024,1
"22193",KTR SOTO MERAH,6,2024,2
"2221",GELAS CANGKIR,6,2024,1
"2222",ROKOK SAMPOERNA,12,2023,1
"2222",ROKOK SAMPOERNA,1,2024,32
"2222",TESSA 10 SHEETS 3PLY,2,2024,1
"2222",ROKOK SAMPOERNA,2,2024,18
"2222",TESSA 10 SHEETS 3PLY,4,2024,5
"22222",GELAS VIOLA,12,2023,9
"22222",GELAS VIOLA,1,2024,7
"22222",GELAS VIOLA,2,2024,5
"22222222",SENDOK MAKAN PLASTIK,12,2023,3
"22222222",SENDOK MAKAN PLASTIK,1,2024,7
"22222222",SENDOK MAKAN PLASTIK,2,2024,5
"22222222",SENDOK MAKAN PLASTIK,5,2024,4
"22222222",SENDOK MAKAN PLASTIK,6,2024,3
"2223",GELAS BIASA,12,2023,7
"2223",GELAS BIASA,1,2024,6
"2223",GELAS BIASA,2,2024,1
"2223",GELAS BIASA,3,2024,1
"222405",KTR KRUPUK UDANG PANGGANG,5,2024,29
"222405",KTR KRUPUK UDANG PANGGANG,6,2024,20
"2225535353",ROTI TAWAR RATU BAKERY,5,2024,3
"2226",SENDOK BESI,12,2023,24
"2226",SENDOK BESI,1,2024,16
"2226",SENDOK BESI,2,2024,7
"2226",SENDOK BESI,4,2024,22
"2226",SENDOK BESI,5,2024,22
"2226",SENDOK BESI,6,2024,27
"2227",SENDOK GARPU,1,2024,9
"2227",SENDOK GARPU,2,2024,15
"2227",SENDOK GARPU,4,2024,5
"2227",SENDOK GARPU,5,2024,16
"2227",SENDOK GARPU,6,2024,4
"22313",ROTI LA-TANSA MATCHA BOY,5,2024,1
"22313",ROTI LA-TANSA MATCHA BOY,6,2024,6
"2256",MD BOLU PISANG,12,2023,5
"2309",KTR KRIP POTATO BALODO BALL,12,2023,1
"2309",KTR KRIP POTATO BALODO BALL,1,2024,2
"2309202145",SANDAL SEVEIW KULIT GONTOR,12,2023,17
"2309202145",SANDAL SEVEIW KULIT GONTOR,1,2024,19
"2309202145",SANDAL SEVEIW KULIT GONTOR,2,2024,21
"2309202145",SANDAL SEVEIW KULIT GONTOR,3,2024,5
"2309202145",SANDAL SEVEIW KULIT GONTOR,4,2024,12
"2309202145",SANDAL SEVEIW KULIT GONTOR,5,2024,14
"2309202145",SANDAL SEVEIW KULIT GONTOR,6,2024,15
"2310",PASEO SMART MINION,5,2024,10
"2310",PASEO SMART MINION,6,2024,11
"231023",JAHIS BUAH PARSEL,12,2023,5
"231023",JAHIS BUAH PARSEL,1,2024,3
"23106",POMADE ROMEO STYLING 40g,5,2024,2
"23106",POMADE ROMEO STYLING 40g,6,2024,2
"23116",POMADE SUPREME ROMEO 75g,5,2024,3
"23146",POMADE DELUXE PROFESSIONNEL,6,2024,1
"2323",KTR ROTI MARMER BAROKAH BALL,1,2024,1
"23565",BANTAL SUPERIOR,4,2024,2
"23565",BANTAL SUPERIOR,5,2024,3
"23577",KTR PISANG KOIN BALL,4,2024,1
"23657",KTR SEBLAK KENCUR BALL,12,2023,2
"23657",KTR SEBLAK KENCUR BALL,1,2024,3
"23657",KTR SEBLAK KENCUR BALL,2,2024,1
"23657",KTR SEBLAK KENCUR BALL,4,2024,3
"23657",KTR SEBLAK KENCUR BALL,5,2024,5
"23657",KTR SEBLAK KENCUR BALL,6,2024,6
"2405",KTR KERUPUK RINDU,5,2024,2
"24051",KTR BASTIK SPECIAL,5,2024,4
"24051",KTR BASTIK SPECIAL,6,2024,2
"24052",KTR BASTIK LOS,5,2024,2
"240604",KTR SPISET DAUN JERUK,6,2024,27
"240605",KTR MAKRONI PEDAS,6,2024,27
"240606",KTR KERANG MINI,6,2024,31
"240607",KTR SARDEN,6,2024,37
"2408051",ARMIDA GALON,5,2024,2
"247673",KTR KRIPIK SINGKONG RUJAK,5,2024,1
"247673",KTR KRIPIK SINGKONG RUJAK,6,2024,3
"250002",ENGSEL SILVER,4,2024,1
"250003",ENGSEL EMAS,4,2024,2
"2512",SERBET/LAP,1,2024,3
"2512",SERBET/LAP,2,2024,1
"2512",SERBET/LAP,3,2024,2
"2512",SERBET/LAP,4,2024,3
"2512",SERBET/LAP,5,2024,3
"25122021",ROKOK NALAMI,12,2023,45
"25122021",ROKOK NALAMI,1,2024,54
"25122021",ROKOK NALAMI,2,2024,51
"25122022",KAOS PANJANG,1,2024,1
"2525",KTR AJISAN PILUS PEDAS BALL,4,2024,1
"2555",NASI AYAM GORENG,5,2024,13
"2556",SABUK KTN CMPR DJ,4,2024,22
"2556",SABUK KTN CMPR DJ,5,2024,13
"2556",SABUK KTN CMPR DJ,6,2024,13
"25698741",KTR RING,5,2024,1
"258632",KTR STIK BALOK 1KG,1,2024,1
"25865",KTR SOES GG BALL,4,2024,3
"2587",KTR TENGGIRI BALL,5,2024,1
"2588",PIRING PLASTIK WARNA,12,2023,4
"2588",PIRING PLASTIK WARNA,1,2024,5
"2588",PIRING PLASTIK WARNA,2,2024,2
"2588",PIRING PLASTIK WARNA,4,2024,54
"2588",PIRING PLASTIK WARNA,5,2024,29
"2588",PIRING PLASTIK WARNA,6,2024,13
"258956",KTR SOTO BALL,2,2024,3
"25896",KTR GETUK BALL,12,2023,1
"25896",KTR GETUK BALL,1,2024,1
"25896",KTR GETUK BALL,2,2024,2
"25898",KTR STIK TAHU BALL,12,2023,1
"25898",KTR STIK TAHU BALL,1,2024,1
"25898",KTR STIK TAHU BALL,2,2024,1
"26122022",KAOS PENDEK,4,2024,1
"261223",MD KERUPUK BANDUNG,12,2023,37
"261223",MD KERUPUK BANDUNG,3,2024,36
"261223",MD KERUPUK BANDUNG,5,2024,9
"27112020",ROKOK MALBORO KRETEK,12,2023,40
"27112020",ROKOK MALBORO KRETEK,1,2024,20
"27112020",ROKOK MALBORO KRETEK,2,2024,41
"27122022",TOTEBAG PREMIUM,1,2024,1
"27122022",TOTEBAG PREMIUM,2,2024,1
"27122022",TOTEBAG PREMIUM,5,2024,6
"27122022",TOTEBAG PREMIUM,6,2024,1
"280123",MD KRUPUK SEBLAK POUCH,4,2024,9
"280123",MD KRUPUK SEBLAK POUCH,5,2024,1
"28092021",TALI RAFIA WARNA,1,2024,8
"2899",MANGKOK NAMOTO,1,2024,1
"2899",MANGKOK NAMOTO,2,2024,5
"2899",MANGKOK NAMOTO,4,2024,1
"2899",MANGKOK NAMOTO,5,2024,1
"2902244",GANCI KULIT 100TH GONTOR KAKU,6,2024,1
"2902247",GANCI KULIT 100TH GONTOR LENTUR,6,2024,2
"2902248",GANCI KULIT 100TH PERSEGI PANJANG TEBAL,6,2024,1
"290401",NASI GORENG,4,2024,18
"290401",NASI GORENG,5,2024,107
"290401",NASI GORENG,6,2024,95
"2911",KTR GADUNG BALL,12,2023,1
"3",PARFUM GONTOR SPRAY 15ML,12,2023,2
"3",PARFUM GONTOR SPRAY 15ML,5,2024,1
"3,01E+12",SG ORAL B 123CLEAN,4,2024,7
"3,01E+12",SG ORAL-B SHINY S,4,2024,7
"3,01E+12",ORAL B ROUDER GUM,4,2024,3
"3,01E+12",SG ORAL B 123CLEAN,5,2024,4
"3,01E+12",SG ORAL B 123CLEAN,6,2024,23
"3,21E+12",VEZZA SPON CUCI,4,2024,2
"3,21E+12",VEZZA SPON CUCI,5,2024,1
"3,21E+12",VEZZA SPON CUCI,6,2024,2
"3,90E+13",GULAKU 1KG,4,2024,4
"3,90E+13",GULAKU 1KG,5,2024,8
"3,90E+13",GULAKU 1KG,6,2024,1
"300",NASI BUNGKUS,4,2024,48
"300",NASI BUNGKUS,5,2024,782
"300",NASI BUNGKUS,6,2024,665
"3000",KTR KRIPIK BAYAM,4,2024,1
"30041",AICE TWISTER FRUIT,6,2024,1
"30043",AICE HISTERIA STICK,6,2024,1
"30047",AICE MOOH YOUGURT ORIGINAL,5,2024,1
"30048",AICE MOOH YOUGURT BLUEBERRY,5,2024,1
"30052401",PROMO 2 MIE SEDAAP GORENG CIMORY,5,2024,9
"30052402",PROMO 2 MIE GORENG SEDAAP TEH GELAS,5,2024,11
"30052403",PROMO MINYAK GORENG FORTUNE 1L,5,2024,1
"30052404",PROMO DETERGEN SAYANG 3 PCS,5,2024,21
"30052404",PROMO DETERGEN SAYANG 3 PCS,6,2024,2
"30052405",PROMO TISU GREEN SOFT TOPLES,5,2024,2
"30052406",PROMO TISU MONTIS 2,5,2024,3
"30052406",PROMO TISU MONTIS 2,6,2024,6
"30052407",PROMO SABUN FRESH,5,2024,1
"30052407",PROMO SABUN FRESH,6,2024,5
"30052408",PROMO DETERGEN CAIR SAYANG,5,2024,2
"30052408",PROMO DETERGEN CAIR SAYANG,6,2024,3
"30122021",MD KERUPUK TAHU BALADO PEDAS,12,2023,20
"30122021",MD KERUPUK TAHU BALADO PEDAS,1,2024,17
"30122021",MD KERUPUK TAHU BALADO PEDAS,2,2024,30
"30122021",MD KERUPUK TAHU BALADO PEDAS,3,2024,4
"30122021",MD KERUPUK TAHU BALADO PEDAS,5,2024,36
"30122021",MD KERUPUK TAHU BALADO PEDAS,6,2024,9
"30123",KTR TAHU WALIK BALL,4,2024,2
"30123",KTR TAHU WALIK BALL,5,2024,3
"3015",BP STANDART HITAM,12,2023,18
"3015",BP STANDART HITAM,1,2024,40
"3015",BP STANDART HITAM,2,2024,38
"3015",BP STANDART HITAM,3,2024,9
"3015",BP STANDART HITAM,4,2024,23
"3015",BP STANDART HITAM,5,2024,24
"3015",BP STANDART HITAM,6,2024,8
"303",SPON CUCI PIRING PRIMA,12,2023,5
"303",SPON CUCI PIRING PRIMA,2,2024,5
"303",SPON CUCI PIRING PRIMA,3,2024,2
"303",SPON CUCI PIRING PRIMA,5,2024,1
"30302",SARUNG AL BARKAH,4,2024,1
"305",SAJADAH SEDANG,1,2024,1
"3092023",SOAP DISPENSER,12,2023,2
"3092023",SOAP DISPENSER,1,2024,2
"3092023",SOAP DISPENSER,4,2024,2
"31024",KTR POTATO 1KG,2,2024,3
"31052024",PROMO CIMORY MIXED FRUIT,5,2024,4
"31052024",PROMO CIMORY MIXED FRUIT,6,2024,11
"3105202401",PROMO 3 MIE AFIAMIE,5,2024,3
"3105202401",PROMO 3 MIE AFIAMIE,6,2024,6
"3105202402",PROMO TEH GELAS BOTOL,5,2024,3
"3105202402",PROMO TEH GELAS BOTOL,6,2024,10
"3105202403",PROMO SUSU BEAR BRAND,5,2024,3
"3105202403",PROMO SUSU BEAR BRAND,6,2024,20
"3105202404",PROMO YOU C 1000,5,2024,3
"3105202404",PROMO YOU C 1000,6,2024,9
"311022",MD PISKET,12,2023,436
"311022",MD PISKET,1,2024,592
"311022",MD PISKET,2,2024,513
"311022",MD PISKET,4,2024,95
"311022",MD PISKET,5,2024,813
"311022",MD PISKET,6,2024,921
"3226",BP X-DATA MI,12,2023,19
"3226",BP X-DATA MI,1,2024,32
"3226",BP X-DATA MI,2,2024,10
"3226",BP X-DATA MI,4,2024,14
"3226",BP X-DATA MI,5,2024,33
"33",GELAS PLASTIK PAK,12,2023,4
"33",GELAS PLASTIK PAK,1,2024,5
"33",GELAS PLASTIK PAK,2,2024,2
"33",GELAS PLASTIK PAK,3,2024,2
"33122022",GELAS KACA BIR,12,2023,3
"33122022",GELAS KACA BIR,4,2024,1
"33122022",GELAS KACA BIR,5,2024,3
"33122022",GELAS KACA BIR,6,2024,1
"33225501",SANDAL KARET GONTOR JAMIELS,12,2023,29
"33225501",SANDAL KARET GONTOR JAMIELS,1,2024,32
"33225501",SANDAL KARET GONTOR JAMIELS,2,2024,37
"33225501",SANDAL KARET GONTOR JAMIELS,3,2024,2
"33225501",SANDAL KARET GONTOR JAMIELS,4,2024,34
"33225501",SANDAL KARET GONTOR JAMIELS,5,2024,81
"33225501",SANDAL KARET GONTOR JAMIELS,6,2024,33
"34122022",BOTOL BIASA,4,2024,1
"3500",RISOL MIKA,5,2024,88
"3500",RISOL MIKA,6,2024,114
"35895",KTR MAKARONI BALADO,12,2023,4
"35895",KTR MAKARONI BALADO,1,2024,2
"35895",KTR MAKARONI BALADO,2,2024,4
"35895",KTR MAKARONI BALADO,6,2024,2
"3600",HAMBURGER,5,2024,10
"361167",PARACETAMOL 500MG,12,2023,9
"361167",PARACETAMOL 500MG,1,2024,12
"362752",NESCAFE CLASSIC 10X20G,5,2024,64
"362752",NESCAFE CLASSIC 10X20G,6,2024,50
"36975",KTR PISANG PANJANG BALL,1,2024,1
"36975",KTR PISANG PANJANG BALL,2,2024,1
"4",PARFUM GONTOR SPRAY 20ML,12,2023,1
"4",PARFUM GONTOR SPRAY 20ML,1,2024,1
"4",PARFUM GONTOR SPRAY 20ML,2,2024,1
"4",PARFUM GONTOR SPRAY 20ML,4,2024,1
"4,01E+12",NIVEA MEN WHITE COOLING FOAM R100 ML,12,2023,1
"4,01E+12",NIVEA MEN WHITE COOLING FOAM R100 ML,2,2024,1
"4,01E+12",NIVEA MEN WHITE COOLING FOAM R100 ML,5,2024,1
"4,14E+12",SIKAT SEPATU ETERNA,5,2024,4
"4,21E+12",SG ORAL B EXTRA SOFT,4,2024,1
"4,80E+12",VASELIN MEN FW 100 HEALTHY,12,2023,1
"4,89E+12",OREO 152.4 DOUBLE STUF,6,2024,5
"4,90E+12",PANTENE SHP 170 HAIRFALL,12,2023,6
"4,90E+12",HEAD & SHOULDERS LEMON SEGAR 160 ML,12,2023,8
"4,90E+12",OANTENE RAMBUT RUSAK,12,2023,2
"4,90E+12",PANTENE ANTI KETOMBE 130 ML,12,2023,5
"4,90E+12",PANTENE COND SCT HAIRFALL,12,2023,1
"4,90E+12",PANTENE SHP 70 HAIRFALL,12,2023,4
"4,90E+12",PANTENE SHP 80 AD,12,2023,5
"4,90E+12",REJOICE 90 3 IN 1,12,2023,6
"4,90E+12",REJOICE 90 SOFT&SMOOTH,12,2023,4
"4,90E+12",REJOICE FRIZZ REPAIR 150 ML,12,2023,6
"4,90E+12",REJOICE SHP 170 3IN1,12,2023,1
"4,90E+12",REJOICE SHP 170 SOFT,12,2023,1
"4,90E+12",PANTENE SHP 80 LONG BLACK,12,2023,2
"4,90E+12",H&S COOL MENTHOL 70ML,1,2024,6
"4,90E+12",HEAD&SHOLDERS LEMON,1,2024,6
"4,90E+12",HEAD & SHOULDERS COOL BLAST 165 ML,2,2024,1
"4,90E+12",HEAD & SHOULDERS LEMON SEGAR 160 ML,2,2024,1
"4,90E+12",HEAD & SOULDERS MENTHOL DINGIN 160 ML,2,2024,2
"4,90E+12",HEAD&SHOLDERS LEMON,2,2024,6
"4,90E+12",H&S COOL MENTHOL 70ML,2,2024,4
"4,90E+12",VICKS INHALER,2,2024,1
"4,90E+12",HEAD & SOULDERS MENTHOL DINGIN 160 ML,3,2024,2
"4,90E+12",HEAD & SHOULDERS SMOOTH SILKY 160ML,3,2024,1
"4,90E+12",VICKS INHALER,3,2024,3
"4,90E+12",HEAD & SHOULDERS LEMON SEGAR 160 ML,3,2024,1
"4,90E+12",HEAD & SHOULDERS COOL BLAST 165 ML,3,2024,1
"4,90E+12",H&S COOL MENTHOL 70ML,3,2024,2
"4,90E+12",HEAD & SOULDERS MENTHOL DINGIN 160 ML,4,2024,3
"4,90E+12",PANTENE RAMBUT KERING,4,2024,1
"4,90E+12",PANTENE SHP 170 BLACK,4,2024,1
"4,90E+12",PANTENE ANTI LEPEK,4,2024,2
"4,90E+12",OB SG FRESH CLEAN BLACK,4,2024,8
"4,90E+12",PANTENE SHP 70 FULLNESS&lLIFE,4,2024,2
"4,90E+12",OANTENE RAMBUT RUSAK,4,2024,1
"4,90E+12",PANTENE SHP 80 SMOOT SILKY,4,2024,1
"4,90E+12",PANTENE SHP 80 TOTAL DAMAGE,4,2024,1
"4,90E+12",HEAD & SHOULDERS ANTI APEK 160 ML,4,2024,1
"4,90E+12",HEAD & SHOULDERS LEMON SEGAR 160 ML,4,2024,6
"4,90E+12",HEAD & SHOULDERS BERSIH & HARUM 160 ML,4,2024,6
"4,90E+12",HEAD & SHOULDERS COOL BLAST 165 ML,4,2024,3
"4,90E+12",HEAD & SHOULDERS ANTI HAIRFALL 160 ML,4,2024,6
"4,90E+12",HEAD & SHOULDERS SMOOTH SILKY 160ML,4,2024,6
"4,90E+12",PANTENE SHP 70 HAIRFALL,5,2024,4
"4,90E+12",DOWNY PASSION SC,5,2024,16
"4,90E+12",PANTENE SHP 80 TOTAL DAMAGE,5,2024,6
"4,90E+12",HEAD & SHOULDERS BERSIH & HARUM 160 ML,5,2024,1
"4,90E+12",PANTENE SHP 170 BLACK,5,2024,2
"4,90E+12",PANTENE SHP 170 HAIRFALL,5,2024,2
"4,90E+12",VICKS INHALER,5,2024,1
"4,90E+12",PANTENE SHP 170 SMOOTH&SILKY,5,2024,2
"4,90E+12",downy daring 20ml,5,2024,14
"4,90E+12",REJOICE SHP 170 RICH,5,2024,3
"4,90E+12",DOWNY FLORAL PINK,5,2024,34
"4,90E+12",DOWNY MILD & CARE,5,2024,14
"4,90E+12",PANTENE SHP 80 AD,5,2024,6
"4,90E+12",DOWNY PINK SC,5,2024,9
"4,90E+12",PANTENE SHP 80 LONG BLACK,5,2024,6
"4,90E+12",PANTENE SHP 80 SMOOT SILKY,5,2024,1
"4,90E+12",DOWNY SF 11 ML,5,2024,12
"4,90E+12",HEAD & SHOULDERS ANTI APEK 160 ML,5,2024,5
"4,90E+12",HEAD & SHOULDERS SUPREME ANTI HAIRFALL,5,2024,1
"4,90E+12",HEAD & SOULDERS MENTHOL DINGIN 160 ML,5,2024,3
"4,90E+12",HEAD SHOUDERS LEMON,5,2024,24
"4,90E+12",HEAD & SHOULDERS SMOOTH SILKY 160ML,5,2024,6
"4,90E+12",H&S SHP SCT MENTOL,5,2024,25
"4,90E+12",OANTENE RAMBUT RUSAK,5,2024,3
"4,90E+12",HEAD & SHOULDERS ANTI HAIRFALL 160 ML,5,2024,2
"4,90E+12",PANTENE ANTI KETOMBE 130 ML,5,2024,2
"4,90E+12",DOWNY SUNRISE SC,5,2024,70
"4,90E+12",HEAD & SHOULDERS COOL BLAST 165 ML,5,2024,2
"4,90E+12",PANTENE RAMBUT KERING,5,2024,5
"4,90E+12",REJOICE SMOOTHNESS RICH SCT,6,2024,117
"4,90E+12",downy daring 20ml,6,2024,23
"4,90E+12",HEAD & SHOULDERS ANTI HAIRFALL 160 ML,6,2024,2
"4,90E+12",PANTENE RAMBUT KERING,6,2024,2
"4,90E+12",DOWNY FLORAL PINK,6,2024,82
"4,90E+12",REJOICE HIJAB,6,2024,62
"4,90E+12",HEAD & SHOULDERS COOL BLAST 165 ML,6,2024,8
"4,90E+12",DOWNY MYSTIQUE SC,6,2024,80
"4,90E+12",REJOICE 90 SOFT&SMOOTH,6,2024,2
"4,90E+12",HEAD & SHOULDERS SMOOTH SILKY 160ML,6,2024,3
"4,90E+12",PANTENE SHP 80 TOTAL DAMAGE,6,2024,5
"4,90E+12",PANTENE SHP 80 SMOOT SILKY,6,2024,4
"4,90E+12",DOWNY SF 11 ML,6,2024,13
"4,90E+12",PANTENE SHP 170 BLACK,6,2024,3
"4,90E+12",DOWNY SUNRISE SC,6,2024,63
"4,90E+12",PANTENE SHP 170 SMOOTH&SILKY,6,2024,2
"4,90E+12",OANTENE RAMBUT RUSAK,6,2024,4
"4,90E+12",PANTENE SHP 70 HAIRFALL,6,2024,6
"4,90E+12",DOWNY PLUS SPORT 680 ML,6,2024,1
"4,90E+12",PANTENE SHP 80 AD,6,2024,7
"4,90E+12",HEAD SHOUDERS LEMON,6,2024,73
"4,90E+12",PANTENE SHP 80 LONG BLACK,6,2024,8
"4,90E+12",DOWNY PASSION SC,6,2024,47
"4,90E+12",HEAD & SOULDERS MENTHOL DINGIN 160 ML,6,2024,8
"4,90E+12",H&S SHP SCT MENTOL,6,2024,66
"4,97E+12",KIWI SEMIR BLACK,12,2023,3
"4,97E+12",KIWI SEMIR BLACK,2,2024,1
"4,97E+12",KIWI SEMIR BLACK,5,2024,1
"4,97E+12",KIWI SEMIR 45 NETRAL,6,2024,2
"4,99E+12",HEAD & SHOULDERS ITCH CARE 160 ML,12,2023,4
"4,99E+12",VICK VAPORUB,12,2023,1
"4,99E+12",KOOLFEVER BABY,12,2023,2
"4,99E+12",KOOLFEVER,12,2023,2
"4,99E+12",GULLETEBLUE 2 FLEXI,12,2023,12
"4,99E+12",VIKS 56ML JAHE MADU,1,2024,1
"4,99E+12",GULLETEBLUE 2 FLEXI,1,2024,36
"4,99E+12",HS ITCH CARE 70ML,1,2024,6
"4,99E+12",KOOLFEVER,1,2024,2
"4,99E+12",HS ANTI APEK 70ML,1,2024,6
"4,99E+12",GULLETEBLUE 2 FLEXI,2,2024,29
"4,99E+12",HS ITCH CARE 70ML,2,2024,1
"4,99E+12",KOOLFEVER,2,2024,5
"4,99E+12",HS ANTI APEK 70ML,2,2024,1
"4,99E+12",GULLETEBLUE 2 FLEXI,3,2024,3
"4,99E+12",HS ITCH CARE 70ML,3,2024,3
"4,99E+12",HS ANTI APEK 70ML,3,2024,5
"4,99E+12",HS ITCH CARE 70ML,4,2024,2
"4,99E+12",GULLETEBLUE 2 FLEXI,4,2024,30
"4,99E+12",KOOLFEVER,4,2024,2
"4,99E+12",KOOLFEVER,5,2024,3
"4,99E+12",GILLETTE BLU 2 FLEXI,5,2024,1
"4,99E+12",DOWNY MYSTIQUE 10 ML,5,2024,33
"4,99E+12",VICK VAPORUB,5,2024,2
"4,99E+12",VICKS INHALER,5,2024,1
"4,99E+12",VIKS 56ML JAHE MADU,5,2024,1
"4,99E+12",HEAD & SHOULDERS ITCH CARE 160 ML,5,2024,5
"4,99E+12",GULLETEBLUE 2 FLEXI,5,2024,57
"4,99E+12",DOWNY PASSION 10ML,5,2024,24
"4,99E+12",HEAD & SHOULDERS ITCH CARE 160 ML,6,2024,1
"4,99E+12",DOWNY PREMIUM LAVENDER,6,2024,64
"4,99E+12",GILLETTE BLU 2 FLEXI,6,2024,2
"4,99E+12",VICKS INHALER,6,2024,3
"4,99E+12",DOWNY FRES BOUQUEST,6,2024,94
"4,99E+12",REJOICE RICH JEJU ROSE 10ML,6,2024,118
"4,99E+12",DOWNY ADORABLE BOUQUEST,6,2024,36
"4,99E+12",HEAD & SHOULDERS ITCH CARE,6,2024,51
"4,99E+12",DOWNY MYSTIQUE 10 ML,6,2024,98
"4,99E+12",GULLETEBLUE 2 FLEXI,6,2024,56
"4,99E+12",KOOLFEVER,6,2024,2
"400",NASI AYAM RICA-RICA,5,2024,8
"4072",KTR RINDU BALADO BALL,12,2023,2
"4072",KTR RINDU BALADO BALL,1,2024,2
"4072",KTR RINDU BALADO BALL,2,2024,2
"408",BOLU MARMER LOS,2,2024,1
"412",CELANA BOXER,12,2023,1
"412",CELANA BOXER,1,2024,4
"412",CELANA BOXER,2,2024,3
"412",CELANA BOXER,4,2024,3
"412",CELANA BOXER,5,2024,1
"4500",KTR SUMBER RASA,4,2024,1
"45ht63p",ARMIDAS PH 9 TANGGUNG,3,2024,1
"4600",TAHU BAKSO,5,2024,25
"4600",TAHU BAKSO,6,2024,72
"4700",JAHIS MANGO MUTIARA,6,2024,2
"48197",MASKER GONTOR,6,2024,1
"4864",KTR STIK BAWANG,1,2024,2
"4864",KTR STIK BAWANG,2,2024,2
"4864",KTR STIK BAWANG,5,2024,2
"5",PARFUM GONTOR SPRAY 30ML,1,2024,1
"5",PARFUM GONTOR SPRAY 30ML,4,2024,2
"5,56E+11",YEOS WINTER MELON 300ML,3,2024,8
"5,56E+11",YEOS WINTER MELON 300ML,4,2024,14
"500",JAJANAN PASAR,5,2024,10
"5008",KAWLE RED GUM,1,2024,1
"5010",CLUSTER CLASSIC,4,2024,2
"50287",DUCKBIL FACE MASK 10PCS,2,2024,4
"50287",DUCKBIL FACE MASK 10PCS,3,2024,7
"5050",METERAI TEMPEL 10RB,12,2023,21
"5050",METERAI TEMPEL 10RB,1,2024,20
"5050",METERAI TEMPEL 10RB,2,2024,123
"5050",METERAI TEMPEL 10RB,3,2024,15
"5050",METERAI TEMPEL 10RB,4,2024,6
"5164",SANDAL ANDO THUNDER 02,5,2024,1
"5164",SANDAL ANDO THUNDER 02,6,2024,1
"53314502111",KUSUKA 180G BARBEQUE,12,2023,4
"53314502111",KUSUKA 180G BARBEQUE,1,2024,18
"53314502111",KUSUKA 180G BARBEQUE,6,2024,10
"53314502210",KUSUKA 60G BARBEQUS,5,2024,50
"53314502210",KUSUKA 60G BARBEQUS,6,2024,27
"53314502227",KUSUKA 60G AYAM LADA HITAM,5,2024,31
"53314502227",KUSUKA 60G AYAM LADA HITAM,6,2024,38
"53314502234",KUSUKA 60G KEJU BAKAR,5,2024,13
"53314502234",KUSUKA 60G KEJU BAKAR,6,2024,17
"5500",KTR KRUPUK IKAN,4,2024,2
"5500",KTR KRUPUK IKAN,5,2024,2
"55223325",SANDAL KARET GONTOR,4,2024,2
"5525582",MIKASA MERAH,12,2023,25
"5525582",MIKASA MERAH,1,2024,16
"5525582",MIKASA MERAH,2,2024,13
"5525582",MIKASA MERAH,3,2024,3
"5525582",MIKASA MERAH,4,2024,4
"5525582",MIKASA MERAH,5,2024,25
"5525582",MIKASA MERAH,6,2024,5
"5525583",WIJAYA KOK,12,2023,23
"5525583",WIJAYA KOK,4,2024,10
"5525583",WIJAYA KOK,5,2024,40
"5525583",WIJAYA KOK,6,2024,11
"5559",SARUNG SBM 120,1,2024,1
"5656",PAYUNG LIPAT ABU ABU,12,2023,3
"5656",PAYUNG LIPAT ABU ABU,1,2024,1
"5657",PAYUNG LIPAT KARAKTER,12,2023,2
"5657",PAYUNG LIPAT KARAKTER,1,2024,1
"5657",PAYUNG LIPAT KARAKTER,4,2024,2
"56790",twiscorn balado,5,2024,1
"578654",KTR KRIPIK SAGU TEMPE BALL,5,2024,2
